,cut,color,clarity,depth,table,x,y,z,carat,price
401,4,7,2,62.9,57.0,4.27,4.22,2.67,0.3,554
402,2,7,2,63.4,60.0,4.25,4.23,2.69,0.3,554
403,1,8,2,63.9,55.0,4.36,4.34,2.78,0.32,554
404,4,7,1,61.4,56.0,4.85,4.79,2.95,0.33,554
405,2,4,4,61.9,55.0,4.28,4.33,2.66,0.29,555
406,2,4,4,62.4,55.0,4.2,4.25,2.63,0.29,555
407,2,5,2,61.8,58.0,4.32,4.35,2.68,0.31,555
408,4,7,3,61.5,56.0,4.47,4.5,2.76,0.34,555
409,4,7,3,60.4,57.0,4.54,4.57,2.75,0.34,555
410,4,8,4,61.8,55.0,4.48,4.52,2.78,0.34,555
411,4,8,4,62.0,56.0,4.5,4.53,2.8,0.34,555
412,4,6,4,62.3,56.0,4.29,4.31,2.68,0.3,555
413,4,5,4,61.6,56.0,4.26,4.31,2.64,0.29,555
414,4,6,2,60.6,56.0,4.56,4.58,2.77,0.35,555
415,2,4,0,58.4,62.0,4.94,5.0,2.9,0.43,555
416,2,5,3,61.4,58.0,4.37,4.42,2.7,0.32,556
417,4,8,3,61.9,56.0,4.54,4.57,2.82,0.36,556
418,4,6,3,62.0,56.0,4.28,4.3,2.66,0.3,556
419,4,4,4,61.5,57.0,4.09,4.12,2.52,0.26,556
420,2,5,3,62.3,58.0,5.64,5.72,3.54,0.7,2812
421,2,5,3,60.9,61.0,5.66,5.71,3.46,0.7,2812
422,4,3,2,62.4,57.0,5.69,5.72,3.56,0.71,2812
423,0,9,2,55.0,61.0,6.72,6.67,3.68,0.99,2812
424,3,4,3,58.6,60.0,5.92,5.89,3.46,0.73,2812
425,4,5,6,62.0,57.0,5.15,5.11,3.18,0.51,2812
426,3,6,1,59.8,58.0,6.3,6.29,3.77,0.91,2813
427,2,4,2,63.4,55.0,6.0,5.95,3.79,0.84,2813
428,1,8,3,64.3,58.0,6.09,6.05,3.9,0.91,2813
429,3,4,2,62.2,59.0,5.86,5.81,3.63,0.76,2814
430,4,4,2,61.7,57.0,5.88,5.85,3.62,0.76,2814
431,3,4,2,61.1,59.0,5.86,5.83,3.57,0.75,2814
432,2,3,6,61.5,56.0,5.23,5.27,3.23,0.55,2815
433,2,5,1,58.5,62.0,5.93,6.01,3.49,0.76,2815
434,3,6,4,61.7,58.0,5.79,5.81,3.58,0.74,2815
435,4,7,2,60.4,56.0,5.75,5.81,3.49,0.7,2815
436,4,7,2,61.4,56.0,5.7,5.76,3.52,0.7,2815
437,4,7,2,61.5,55.0,5.73,5.79,3.54,0.7,2815
438,4,7,2,61.4,56.0,5.72,5.77,3.53,0.7,2815
439,0,9,3,65.0,56.0,6.08,6.04,3.94,0.9,2815
440,0,5,1,56.0,60.0,6.62,6.53,3.68,0.95,2815
441,3,7,1,60.2,59.0,6.26,6.23,3.76,0.89,2815
442,3,4,3,58.3,58.0,5.99,5.92,3.47,0.72,2815
443,0,4,1,53.1,63.0,6.73,6.65,3.55,0.96,2815
444,3,6,0,60.3,58.0,6.55,6.5,3.94,1.02,2815
445,2,8,5,61.4,56.0,5.91,5.95,3.64,0.78,2816
446,4,6,5,60.1,57.0,5.52,5.54,3.32,0.61,2816
447,1,3,4,63.4,55.0,5.61,5.69,3.58,0.71,2816
448,3,5,2,61.5,59.0,5.96,5.88,3.64,0.78,2816
449,4,7,1,62.7,56.0,6.16,6.13,3.85,0.87,2816
450,4,7,2,62.5,55.0,6.04,6.0,3.76,0.83,2816
451,3,4,2,61.3,56.0,5.78,5.73,3.53,0.71,2817
452,4,8,5,60.2,56.0,5.84,5.89,3.53,0.71,2817
453,4,4,3,62.7,57.0,5.66,5.64,3.54,0.71,2817
454,3,4,3,62.3,58.0,5.69,5.65,3.53,0.71,2817
455,4,5,5,61.5,56.0,5.48,5.52,3.38,0.63,2817
456,3,4,2,59.2,59.0,5.86,5.83,3.46,0.71,2817
457,3,4,2,61.8,59.0,5.75,5.7,3.54,0.71,2817
458,4,4,2,61.3,55.0,5.77,5.72,3.52,0.71,2817
459,3,4,2,61.4,58.0,5.77,5.73,3.53,0.71,2817
460,4,9,3,62.8,55.0,6.2,6.16,3.88,0.9,2817
461,1,4,2,62.8,64.0,5.6,5.54,3.5,0.71,2817
462,3,4,3,62.4,61.0,5.66,5.63,3.52,0.7,2818
463,3,4,3,59.3,60.0,5.78,5.73,3.41,0.7,2818
464,3,4,3,63.0,60.0,5.64,5.6,3.54,0.7,2818
465,3,7,0,61.3,60.0,6.43,6.39,3.93,1.0,2818
466,3,5,1,59.3,62.0,6.36,6.22,3.73,0.86,2818
467,4,7,2,61.0,57.0,6.07,6.0,3.68,0.8,2818
468,4,4,4,62.9,57.0,5.66,5.61,3.54,0.7,2818
469,3,4,4,59.6,57.0,5.91,5.83,3.5,0.7,2818
470,3,5,3,61.8,60.0,5.69,5.64,3.5,0.7,2818
471,3,4,4,62.7,57.0,5.68,5.64,3.55,0.7,2818
472,0,7,1,65.3,62.0,6.34,6.12,4.08,1.0,2818
473,2,6,4,63.8,58.0,5.64,5.68,3.61,0.72,2819
474,4,7,4,62.3,56.0,5.73,5.77,3.58,0.72,2819
475,1,5,4,59.7,63.0,5.76,5.79,3.45,0.7,2819
476,1,5,1,64.3,60.0,5.97,5.95,3.83,0.86,2819
477,4,6,4,62.9,58.0,5.66,5.69,3.57,0.71,2820
478,4,4,2,62.0,57.0,5.8,5.78,3.59,0.75,2821
479,3,4,3,61.6,59.0,5.77,5.73,3.54,0.73,2821
480,4,4,6,61.9,55.0,5.2,5.21,3.22,0.53,2821
481,3,4,2,61.3,58.0,5.83,5.76,3.55,0.73,2821
482,1,4,2,63.6,57.0,5.72,5.7,3.63,0.73,2821
483,3,4,2,59.6,61.0,5.92,5.85,3.51,0.73,2821
484,3,4,2,62.2,59.0,5.77,5.68,3.56,0.73,2821
485,3,3,2,61.7,55.0,5.84,5.82,3.6,0.73,2821
486,2,4,2,63.2,58.0,5.76,5.7,3.62,0.73,2821
487,3,4,4,60.8,60.0,5.74,5.71,3.48,0.7,2822
488,3,4,3,60.3,59.0,5.84,5.8,3.51,0.72,2822
489,3,4,3,60.9,60.0,5.8,5.76,3.52,0.72,2822
490,3,4,3,62.4,59.0,5.77,5.7,3.58,0.72,2822
491,3,4,3,60.2,60.0,5.73,5.7,3.44,0.7,2822
492,4,5,5,62.0,55.0,5.37,5.4,3.34,0.6,2822
493,4,8,6,60.8,57.0,5.85,5.89,3.57,0.74,2822
494,4,5,2,62.1,55.0,5.75,5.78,3.58,0.73,2822
495,3,3,2,62.7,60.0,5.71,5.67,3.57,0.71,2822
496,3,3,2,61.3,58.0,5.75,5.73,3.52,0.71,2822
497,3,3,2,60.2,60.0,5.82,5.75,3.48,0.7,2822
498,4,3,2,60.7,56.0,5.75,5.72,3.48,0.7,2822
499,1,9,3,64.0,61.0,6.04,6.03,3.86,0.9,2822
500,4,3,2,60.2,56.0,5.86,5.83,3.52,0.71,2822
501,3,4,3,61.5,59.0,5.73,5.68,3.51,0.7,2822
502,3,4,3,62.6,56.0,5.71,5.66,3.56,0.7,2822
503,4,3,2,59.7,58.0,5.82,5.77,3.46,0.7,2822
504,1,4,2,61.4,64.0,5.71,5.66,3.49,0.7,2822
505,4,3,2,62.5,57.0,5.62,5.59,3.51,0.7,2822
506,4,3,2,61.8,56.0,5.73,5.63,3.51,0.7,2822
507,3,4,3,60.7,62.0,5.72,5.68,3.46,0.7,2822
508,3,5,3,60.6,58.0,5.8,5.72,3.49,0.7,2822
509,4,3,2,61.4,54.0,5.75,5.71,3.52,0.7,2822
510,2,3,1,62.8,59.0,5.86,5.9,3.69,0.79,2823
511,1,8,2,63.8,57.0,6.06,6.13,3.89,0.9,2823
512,3,4,3,62.3,58.0,5.71,5.66,3.54,0.71,2823
513,4,4,5,61.3,54.0,5.51,5.59,3.4,0.61,2823
514,0,7,1,65.8,54.0,6.05,5.98,3.96,0.9,2823
515,4,4,2,60.5,56.0,5.77,5.73,3.47,0.71,2823
516,3,3,3,61.2,59.0,5.74,5.69,3.5,0.71,2824
517,4,8,5,62.1,57.0,5.84,5.86,3.63,0.77,2824
518,1,4,4,63.1,58.0,5.73,5.75,3.62,0.74,2824
519,4,5,1,62.4,54.0,6.02,5.97,3.74,0.82,2824
520,3,4,1,60.8,60.0,6.05,6.03,3.67,0.82,2824
521,3,6,4,62.2,59.0,5.73,5.66,3.54,0.71,2825
522,3,7,2,60.0,59.0,6.08,6.05,3.64,0.83,2825
523,2,6,4,62.0,57.0,5.75,5.8,3.58,0.73,2825
524,3,7,2,62.5,59.0,6.02,5.95,3.74,0.83,2825
525,3,9,0,60.2,61.0,6.9,6.83,4.13,1.17,2825
526,0,7,1,61.3,67.0,6.24,6.19,3.81,0.91,2825
527,3,4,4,62.6,60.0,5.75,5.68,3.58,0.73,2826
528,1,4,4,57.2,59.0,5.94,5.88,3.38,0.7,2826
529,3,8,1,62.2,59.0,6.11,6.07,3.79,0.9,2826
530,3,4,4,62.2,58.0,5.66,5.6,3.5,0.7,2826
531,2,3,3,63.3,56.0,5.6,5.58,3.54,0.7,2826
532,3,4,4,59.4,61.0,5.78,5.74,3.42,0.7,2826
533,2,8,1,63.5,56.0,6.17,6.07,3.88,0.9,2826
534,3,5,2,60.8,60.0,5.97,5.94,3.62,0.78,2826
535,4,5,0,60.7,55.0,6.41,6.37,3.88,0.96,2826
536,2,3,2,62.3,59.0,5.67,5.7,3.54,0.7,2827
537,1,3,3,64.0,54.0,5.68,5.7,3.64,0.72,2827
538,3,7,5,62.6,58.0,5.96,5.9,3.71,0.79,2827
539,4,7,6,61.6,57.0,5.69,5.74,3.52,0.7,2827
540,4,7,6,62.3,55.0,5.66,5.7,3.54,0.7,2827
541,4,3,1,60.6,57.0,5.74,5.77,3.49,0.7,2828
542,3,7,1,61.6,61.0,6.39,6.31,3.91,1.01,2828
543,3,5,4,62.2,58.0,5.75,5.7,3.56,0.72,2829
544,1,4,1,63.7,54.0,5.91,5.87,3.75,0.8,2829
545,4,4,6,62.0,56.0,5.36,5.38,3.33,0.59,2829
546,4,5,4,61.7,57.0,5.77,5.74,3.55,0.72,2829
547,3,4,1,61.9,57.0,5.88,5.82,3.62,0.75,2829
548,3,4,1,60.2,57.0,6.05,6.01,3.63,0.8,2829
549,2,4,3,62.7,59.0,5.65,5.7,3.56,0.71,2830
550,2,7,2,61.7,56.0,5.84,5.89,3.62,0.77,2830
551,4,5,0,60.7,56.0,6.41,6.43,3.9,0.97,2830
552,4,5,6,60.9,57.0,5.23,5.29,3.19,0.53,2830
553,4,5,6,61.8,57.0,5.16,5.19,3.2,0.53,2830
554,4,8,3,62.1,54.4,5.94,5.99,3.7,0.8,2830
555,3,6,2,60.6,62.0,6.21,6.13,3.74,0.9,2830
556,2,4,1,60.8,60.0,5.89,5.98,3.61,0.76,2831
557,4,4,2,62.3,57.0,5.7,5.76,3.57,0.72,2831
558,4,4,2,61.4,57.0,5.82,5.87,3.59,0.75,2831
559,3,4,2,62.1,58.0,5.73,5.76,3.57,0.72,2831
560,4,6,2,61.8,56.0,5.93,5.91,3.66,0.79,2831
561,2,5,3,62.5,58.0,5.71,5.75,3.58,0.72,2832
562,2,8,1,62.8,61.0,6.15,6.18,3.87,0.91,2832
563,3,6,5,62.1,57.0,5.75,5.65,3.54,0.71,2832
564,3,6,2,63.0,60.0,5.87,5.81,3.68,0.81,2832
565,4,7,2,62.5,57.0,5.91,5.97,3.71,0.82,2832
566,3,5,4,62.2,58.0,5.72,5.66,3.54,0.71,2832
567,1,9,2,64.3,63.0,6.05,6.01,3.88,0.9,2832
568,2,8,3,62.0,58.0,5.86,5.95,3.66,0.8,2833
569,2,4,7,61.0,59.0,5.28,5.34,3.24,0.56,2833
570,2,3,3,59.6,61.0,5.77,5.8,3.45,0.7,2833
571,4,3,3,61.0,57.0,5.74,5.76,3.51,0.7,2833
572,4,5,5,61.7,55.0,5.45,5.48,3.37,0.61,2833
573,4,7,1,62.5,57.0,6.02,6.07,3.78,0.85,2833
574,4,5,2,60.7,57.0,5.73,5.75,3.49,0.7,2833
575,4,6,3,62.2,56.0,5.94,5.87,3.67,0.8,2834
576,4,7,3,62.8,57.0,5.91,5.87,3.7,0.8,2834
577,2,3,6,59.9,58.0,5.16,5.19,3.1,0.51,2834
578,4,5,6,61.4,57.0,5.2,5.23,3.2,0.53,2834
579,4,8,3,61.8,55.0,5.92,5.95,3.67,0.78,2834
580,2,9,2,63.4,54.0,6.17,6.14,3.9,0.9,2834
581,0,6,1,65.3,59.0,6.07,6.0,3.94,0.9,2834
582,4,4,1,60.7,55.0,6.01,5.95,3.63,0.77,2834
583,4,5,4,61.2,56.0,5.89,5.81,3.58,0.73,2835
584,4,5,5,61.9,57.0,5.47,5.51,3.4,0.63,2835
585,4,4,3,61.5,54.0,5.7,5.75,3.52,0.7,2835
586,4,4,3,62.8,57.0,5.71,5.73,3.59,0.72,2835
587,4,4,2,61.0,57.0,5.78,5.8,3.53,0.72,2835
588,3,5,3,59.6,59.0,6.04,5.94,3.57,0.75,2835
589,2,7,2,60.7,56.0,6.04,6.06,3.67,0.82,2836
590,1,4,3,62.8,60.0,5.6,5.65,3.53,0.71,2836
591,3,4,4,62.6,59.0,5.69,5.66,3.55,0.7,2837
592,4,4,4,61.8,56.0,5.74,5.69,3.53,0.7,2837
593,4,5,2,59.8,53.0,5.86,5.82,3.49,0.71,2838
594,2,7,2,60.9,55.0,5.92,5.94,3.61,0.76,2838
595,0,5,2,64.9,58.0,5.83,5.79,3.77,0.82,2838
596,3,5,4,58.8,60.0,5.91,5.89,3.47,0.72,2838
597,3,5,3,62.3,58.0,5.72,5.64,3.54,0.7,2838
598,3,5,3,61.7,58.0,5.69,5.63,3.49,0.7,2838
599,3,6,4,62.6,55.0,5.73,5.64,3.56,0.7,2838
600,3,5,3,59.4,61.0,5.83,5.79,3.45,0.7,2838
601,2,4,2,63.5,59.0,5.53,5.49,3.5,0.7,2838
602,3,5,3,60.9,61.0,5.71,5.66,3.46,0.7,2838
603,3,5,3,59.5,58.0,5.85,5.75,3.45,0.7,2838
604,3,6,4,63.0,60.0,5.64,5.57,3.53,0.7,2838
605,2,4,2,60.0,57.0,5.85,5.89,3.52,0.74,2839
606,4,5,4,61.5,57.0,5.74,5.71,3.52,0.71,2839
607,4,5,4,61.6,54.0,5.75,5.72,3.53,0.7,2839
608,4,5,4,62.1,55.0,5.82,5.68,3.57,0.71,2839
609,3,5,4,59.1,61.0,5.84,5.81,3.44,0.71,2839
610,3,5,4,59.0,60.0,5.82,5.8,3.43,0.71,2839
611,3,5,4,60.5,58.0,5.75,5.72,3.47,0.71,2839
612,4,5,4,62.4,53.0,5.73,5.71,3.57,0.7,2839
613,4,6,3,61.8,54.0,5.8,5.82,3.59,0.73,2839
614,4,4,3,62.1,54.0,5.69,5.72,3.54,0.7,2839
615,4,6,4,61.3,57.0,5.71,5.74,3.51,0.7,2839
616,3,6,5,60.3,58.0,5.82,5.78,3.5,0.71,2839
617,3,5,4,59.2,58.0,5.87,5.82,3.46,0.71,2839
618,3,6,3,59.3,62.0,6.09,6.01,3.59,0.79,2839
619,3,5,4,62.7,59.0,5.7,5.62,3.55,0.71,2839
620,2,7,4,61.0,60.0,5.9,5.87,3.59,0.77,2840
621,2,5,1,59.8,56.0,5.85,5.92,3.52,0.75,2840
622,4,5,2,61.0,56.0,5.75,5.8,3.52,0.7,2840
623,3,5,3,59.3,56.0,5.88,5.82,3.47,0.71,2840
624,4,3,1,61.9,56.0,6.27,6.2,3.86,0.92,2840
625,3,5,1,61.4,59.0,6.08,6.04,3.72,0.83,2840
626,3,7,6,59.2,60.0,5.87,5.78,3.45,0.7,2840
627,3,5,3,60.3,59.0,5.9,5.87,3.55,0.73,2841
628,2,3,4,63.4,55.0,5.69,5.61,3.58,0.71,2841
629,2,3,2,63.9,57.0,5.66,5.71,3.63,0.73,2841
630,4,5,1,61.7,53.0,6.0,6.12,3.74,0.82,2841
631,4,5,1,62.3,56.0,5.96,6.02,3.73,0.82,2841
632,2,5,1,59.7,57.0,6.12,6.14,3.66,0.82,2841
633,4,5,6,61.2,56.0,5.19,5.21,3.18,0.52,2841
634,3,5,0,58.9,60.0,6.6,6.55,3.87,1.0,2841
635,0,6,2,66.7,56.0,6.16,6.03,4.06,0.95,2841
636,4,3,2,61.4,57.0,5.76,5.8,3.55,0.73,2841
637,3,5,3,59.9,59.0,5.87,5.77,3.5,0.73,2841
638,3,6,4,61.4,58.0,5.82,5.77,3.56,0.73,2841
639,4,8,4,62.6,54.0,5.92,5.96,3.72,0.8,2842
640,3,5,3,58.7,61.0,5.8,5.72,3.38,0.7,2842
641,2,4,3,60.2,62.0,5.71,5.75,3.45,0.7,2843
642,2,4,3,62.7,58.0,5.65,5.67,3.55,0.7,2843
643,2,4,3,59.4,58.0,5.76,5.82,3.44,0.71,2843
644,2,5,1,63.2,58.0,5.91,5.92,3.74,0.81,2843
645,2,3,2,61.5,58.0,5.73,5.79,3.54,0.71,2843
646,4,6,5,61.3,57.0,5.81,5.84,3.57,0.73,2843
647,2,5,4,61.8,59.0,5.73,5.79,3.56,0.73,2843
648,4,4,3,62.0,57.0,5.71,5.74,3.55,0.72,2843
649,4,5,1,62.1,57.0,5.91,5.95,3.68,0.81,2843
650,4,6,5,60.7,57.0,5.81,5.78,3.52,0.71,2843
651,2,4,2,57.7,61.0,5.92,5.96,3.43,0.73,2844
652,2,4,4,62.0,59.0,5.65,5.68,3.51,0.7,2844
653,4,8,0,61.5,57.0,6.45,6.46,3.97,1.01,2844
654,1,8,0,63.1,57.0,6.35,6.39,4.02,1.01,2844
655,4,7,3,62.5,57.0,5.91,5.93,3.7,0.79,2844
656,2,4,3,61.8,59.0,5.65,5.68,3.5,0.7,2845
657,2,4,3,58.9,60.0,5.83,5.85,3.44,0.7,2845
658,1,7,3,63.4,60.0,5.92,5.82,3.72,0.8,2845
659,3,7,1,59.3,61.0,7.12,7.05,4.2,1.27,2845
660,4,3,2,61.5,56.0,5.96,5.91,3.65,0.79,2846
661,2,5,4,60.2,59.0,5.79,5.84,3.5,0.72,2846
662,4,7,5,61.6,56.0,5.79,5.84,3.58,0.73,2846
663,0,7,1,65.4,59.0,6.3,6.26,4.11,1.01,2846
664,1,7,0,64.2,61.0,6.25,6.18,3.99,1.01,2846
665,4,4,2,59.1,59.0,5.92,5.95,3.51,0.73,2846
666,4,4,2,61.6,57.0,5.71,5.76,3.53,0.7,2846
667,1,5,3,59.1,61.0,5.76,5.84,3.43,0.7,2846
668,3,4,2,62.9,59.0,5.84,5.79,3.66,0.77,2846
669,3,6,3,61.3,60.0,5.91,5.81,3.59,0.77,2846
670,3,6,4,61.4,58.0,5.94,5.89,3.63,0.77,2846
671,2,7,2,61.2,57.0,6.1,6.12,3.74,0.84,2847
672,4,4,2,60.3,57.0,5.83,5.85,3.52,0.72,2847
673,3,3,2,61.1,59.0,5.93,5.88,3.61,0.76,2847
674,2,6,5,62.9,59.0,5.61,5.68,3.55,0.7,2848
675,4,3,5,61.5,55.0,5.25,5.29,3.24,0.54,2848
676,0,3,1,64.6,57.0,5.74,5.72,3.7,0.75,2848
677,1,4,2,64.1,54.0,5.86,5.84,3.75,0.79,2849
678,2,4,4,63.1,58.0,5.75,5.73,3.62,0.74,2849
679,2,4,3,61.0,60.0,5.74,5.77,3.51,0.7,2850
680,4,5,3,60.8,59.0,5.69,5.79,3.49,0.7,2850
681,4,9,2,61.5,56.0,5.83,5.87,3.6,0.75,2850
682,2,7,0,63.1,60.0,6.75,6.67,4.23,1.2,2850
683,2,5,2,63.4,57.0,5.89,5.82,3.71,0.8,2851
684,4,3,4,62.1,56.0,5.54,5.57,3.45,0.66,2851
685,2,5,1,61.0,63.0,6.22,6.07,3.75,0.87,2851
686,3,7,2,62.7,59.0,6.04,5.98,3.77,0.86,2851
687,4,5,2,61.0,57.0,5.85,5.81,3.56,0.74,2851
688,2,4,7,60.6,59.0,5.37,5.43,3.27,0.58,2852
689,4,8,4,61.5,57.0,5.88,5.92,3.63,0.78,2852
690,4,6,2,61.3,55.0,5.85,5.86,3.59,0.74,2852
691,4,4,2,62.7,55.0,5.7,5.79,3.6,0.73,2852
692,2,8,2,63.5,57.0,6.12,6.07,3.87,0.91,2852
693,3,5,3,62.6,58.0,5.67,5.7,3.56,0.71,2853
694,1,6,4,63.5,55.0,5.64,5.66,3.59,0.71,2853
695,4,3,1,62.8,57.0,5.9,5.85,3.69,0.79,2853
696,3,3,1,60.0,60.0,6.07,6.03,3.63,0.79,2853
697,3,4,2,62.7,58.0,5.73,5.66,3.57,0.71,2853
698,3,8,4,61.9,58.0,5.99,5.97,3.7,0.82,2853
699,2,7,4,61.9,57.1,5.87,5.95,3.66,0.78,2854
700,2,4,4,62.4,56.0,5.64,5.7,3.54,0.7,2854
701,3,7,0,59.1,61.0,6.78,6.75,4.0,1.12,2854
702,3,4,3,62.0,57.0,5.86,5.76,3.6,0.73,2854
703,0,9,3,64.4,62.0,6.06,6.03,3.89,0.91,2854
704,0,9,3,65.4,60.0,6.04,6.0,3.94,0.91,2854
705,1,9,3,64.2,58.0,6.12,6.09,3.92,0.91,2854
706,0,7,2,65.8,58.0,6.04,6.01,3.96,0.91,2854
707,3,4,4,58.4,59.0,5.91,5.83,3.43,0.7,2854
708,3,5,5,61.7,57.0,5.67,5.64,3.49,0.68,2854
709,2,5,3,62.5,57.0,5.7,5.75,3.58,0.73,2855
710,1,9,2,63.6,57.0,6.38,6.29,4.03,1.03,2855
711,3,3,3,62.4,57.0,5.8,5.74,3.6,0.74,2855
712,0,4,1,53.3,67.0,6.82,6.74,3.61,0.98,2855
713,0,8,2,53.0,63.0,6.84,6.77,3.66,1.02,2856
714,0,6,1,67.8,61.0,5.96,5.9,4.02,1.0,2856
715,4,7,1,61.6,55.0,6.49,6.43,3.98,1.02,2856
716,4,5,5,60.8,57.0,5.44,5.49,3.32,0.6,2856
717,4,6,1,61.6,56.0,5.97,6.01,3.69,0.8,2856
718,4,5,0,60.7,56.0,6.43,6.41,3.9,0.97,2856
719,0,8,2,67.9,62.0,6.19,6.03,4.15,1.0,2856
720,4,4,4,62.3,57.0,4.05,4.08,2.53,0.26,556
721,4,4,4,62.1,56.0,4.09,4.12,2.55,0.26,556
722,4,7,2,61.9,55.0,4.57,4.59,2.83,0.36,556
723,1,6,3,57.5,61.0,4.6,4.66,2.66,0.34,556
724,1,4,2,63.3,57.0,4.44,4.47,2.82,0.34,556
725,1,4,2,63.5,55.0,4.44,4.47,2.83,0.34,556
726,1,4,2,63.4,55.0,4.44,4.46,2.82,0.34,556
727,2,6,3,59.6,62.0,4.54,4.56,2.71,0.34,556
728,4,4,2,62.2,54.0,4.47,4.5,2.79,0.34,556
729,1,4,3,64.1,54.0,4.34,4.37,2.79,0.32,556
730,4,8,6,61.6,55.0,4.36,4.41,2.7,0.31,557
731,4,8,6,61.3,56.0,4.36,4.38,2.68,0.31,557
732,4,8,6,62.3,54.0,4.37,4.4,2.73,0.31,557
733,4,8,6,62.0,54.0,4.37,4.4,2.72,0.31,557
734,4,8,6,62.7,53.0,4.33,4.35,2.72,0.31,557
735,4,8,6,62.2,53.0,4.36,4.38,2.72,0.31,557
736,4,6,3,62.2,53.6,4.32,4.35,2.7,0.31,557
737,4,7,4,61.6,54.8,4.35,4.37,2.69,0.31,557
738,4,7,4,61.8,54.2,4.33,4.37,2.69,0.31,557
739,3,6,1,59.4,59.0,4.52,4.5,2.68,0.33,557
740,3,5,1,62.3,58.0,4.43,4.4,2.75,0.33,557
741,3,6,1,62.6,58.0,4.42,4.4,2.76,0.33,557
742,4,6,1,61.9,56.0,4.45,4.41,2.74,0.33,557
743,3,5,1,63.0,58.0,4.42,4.4,2.78,0.33,557
744,3,9,4,62.8,58.0,4.41,4.38,2.76,0.33,557
745,3,9,4,61.5,61.0,4.46,4.39,2.72,0.33,557
746,4,9,4,62.1,55.0,4.44,4.41,2.75,0.33,557
747,4,8,2,63.0,57.0,4.39,4.37,2.76,0.33,557
748,1,8,2,63.6,53.0,4.43,4.4,2.81,0.33,557
749,3,8,2,60.4,59.0,4.54,4.5,2.73,0.33,557
750,0,7,1,66.1,56.0,6.21,5.97,4.04,1.0,2856
751,3,5,2,60.8,59.0,5.92,5.86,3.58,0.77,2856
752,3,5,2,61.0,58.0,5.94,5.9,3.61,0.77,2856
753,1,4,5,60.1,63.0,5.68,5.71,3.42,0.7,2857
754,2,6,1,63.1,58.0,6.08,6.02,3.82,0.9,2857
755,4,4,2,62.3,57.0,5.76,5.7,3.57,0.72,2857
756,3,8,3,61.9,59.0,6.2,6.14,3.82,0.9,2857
757,3,4,2,62.1,58.0,5.76,5.73,3.57,0.72,2857
758,4,6,5,62.1,56.0,5.63,5.71,3.52,0.7,2858
759,2,5,2,61.3,57.0,6.02,6.05,3.7,0.81,2858
760,2,5,2,61.7,57.0,6.0,6.05,3.72,0.81,2858
761,3,4,3,61.0,60.0,5.76,5.69,3.49,0.71,2858
762,3,4,3,61.4,59.0,5.73,5.7,3.51,0.7,2858
763,3,4,3,61.5,60.0,5.76,5.68,3.52,0.71,2858
764,2,4,3,63.5,59.0,5.68,5.59,3.58,0.71,2858
765,3,9,2,62.9,58.0,6.22,6.18,3.9,0.92,2858
766,4,4,2,62.7,54.0,5.88,5.83,3.67,0.76,2858
767,4,3,2,61.5,56.0,5.84,5.8,3.58,0.73,2858
768,3,3,3,60.4,62.0,5.74,5.72,3.46,0.71,2858
769,1,4,5,63.6,62.0,5.61,5.58,3.56,0.7,2858
770,0,6,1,64.5,56.0,6.06,6.0,3.89,0.9,2858
771,0,3,3,56.9,65.0,5.89,5.84,3.34,0.71,2858
772,4,3,3,61.0,57.0,5.76,5.74,3.51,0.7,2859
773,3,3,3,62.4,56.0,5.72,5.66,3.55,0.7,2859
774,3,5,4,60.9,60.0,5.91,5.88,3.59,0.77,2859
775,4,6,4,61.5,56.0,5.74,5.78,3.54,0.71,2859
776,3,3,3,59.6,61.0,5.8,5.77,3.45,0.7,2859
777,0,5,4,55.8,70.0,6.09,5.98,3.37,0.75,2859
778,3,4,1,59.2,60.0,6.17,6.12,3.64,0.83,2859
779,2,5,3,61.3,61.0,5.68,5.73,3.5,0.71,2860
780,2,9,1,63.6,58.0,6.07,6.1,3.87,0.9,2860
781,4,4,5,61.9,54.9,5.41,5.44,3.35,0.6,2860
782,3,3,4,62.9,57.0,5.66,5.6,3.54,0.71,2860
783,4,5,6,61.4,57.0,5.23,5.2,3.2,0.53,2860
784,3,3,2,60.7,58.0,5.95,5.78,3.56,0.71,2861
785,4,6,5,61.6,56.0,5.45,5.48,3.37,0.62,2861
786,4,6,5,61.6,56.0,5.48,5.51,3.38,0.62,2861
787,3,8,2,63.0,58.0,6.09,6.01,3.81,0.9,2861
788,0,5,7,60.1,61.0,5.53,5.56,3.33,0.62,2861
789,3,4,1,61.7,59.0,6.01,5.98,3.7,0.82,2861
790,3,3,4,61.0,58.0,5.67,5.57,3.43,0.66,2861
791,2,3,2,62.5,55.0,5.67,5.72,3.56,0.7,2862
792,2,5,2,62.6,58.0,5.9,5.92,3.7,0.8,2862
793,2,3,1,62.5,59.0,5.88,5.92,3.69,0.8,2862
794,3,5,2,62.3,54.0,5.97,5.91,3.7,0.79,2862
795,2,5,6,63.2,60.0,5.65,5.61,3.56,0.71,2862
796,4,7,3,61.1,57.0,5.71,5.74,3.5,0.7,2862
797,2,4,3,58.7,63.0,5.73,5.69,3.35,0.7,2862
798,3,7,4,60.0,60.0,6.07,5.99,3.64,0.79,2862
799,3,4,3,59.5,59.0,5.82,5.77,3.45,0.7,2862
800,3,4,0,60.9,57.0,6.93,6.88,4.21,1.22,2862
